block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir,fdr,bonferroni
1_151,107,7,2.511064649243533,0.0001089822410644,0.714387921934793,Chr1,888699.0,59,48,874930,198,0.012960236,up-in-warm,0.9977500826707698,False
5_1739,2,0,0.2025354838853715,1.0,0.7145132363101191,Chr5,17354796.5,2,0,17354303,1,0.10224157,up-in-warm,0.9977500826707698,False
1_1576,109,4,2.542931406909187,0.0243146882242398,0.7147627167146742,Chr1,10666016.0,59,50,10655851,70,0.014487798,up-in-warm,0.9977500826707698,False
5_1304,2,0,0.2013175842924197,1.0,0.7148429659660052,Chr5,16094725.0,1,1,16094725,4488,-0.0015899744,down-in-warm,0.9977500826707698,False
1_1898,3,0,0.2272043439788774,1.0,0.7151387003149181,Chr1,11571708.0,1,2,11571348,103,-0.05435811,down-in-warm,0.9977500826707698,False
2_1576,10,0,0.4128519057495352,1.0,0.7152744565693343,Chr2,15572059.0,7,3,15595119,2074,0.023961274,up-in-warm,0.9977500826707698,False
1_4860,4,0,0.2518753448507712,1.0,0.71573309826717,Chr1,26645463.5,4,0,26646448,56,0.029951386,up-in-warm,0.9977500826707698,False
2_1064,1,0,0.1684138411028469,1.0,0.7164223856046159,Chr2,10264696.0,0,1,10264696,1,-0.027774565,down-in-warm,0.9977500826707698,False
2_1843,2,0,0.1938316678725912,1.0,0.7168656785907498,Chr2,17191977.0,0,2,17191968,1,-0.06240782,down-in-warm,0.9977500826707698,False
1_94,1,0,0.1664612191120175,1.0,0.7169509542101999,Chr1,516658.0,0,1,516658,176,-0.09266156,down-in-warm,0.9977500826707698,False
1_95,1,0,0.1661604792884158,1.0,0.717032321487085,Chr1,517024.0,0,1,517024,188,-0.09302249,down-in-warm,0.9977500826707698,False
1_4280,1,0,0.1658950792840636,1.0,0.7171041179978744,Chr1,24510346.0,0,1,24510346,102,-0.02030878,down-in-warm,0.9977500826707698,False
5_1986,1,0,0.1658148745159313,1.0,0.7171258134219254,Chr5,17949512.0,1,0,17949512,63,0.067469686,up-in-warm,0.9977500826707698,False
1_600,1,0,0.1648104228309355,1.0,0.717397450344375,Chr1,5195393.0,0,1,5195393,1,-0.024804495,down-in-warm,0.9977500826707698,False
2_391,5,0,0.2720831032527472,1.0,0.7174897855937283,Chr2,1107737.0,0,5,1108421,1,-0.052446175,down-in-warm,0.9977500826707698,False
3_3122,59,3,1.5726946430495683,0.0214553230079713,0.7178458478533982,Chr3,20911348.0,29,30,20865788,1,-0.00089591386,down-in-warm,0.9977500826707698,False
1_875,1,0,0.1621963170087007,1.0,0.718103802566614,Chr1,7489130.0,1,0,7489130,1,0.05182011,up-in-warm,0.9977500826707698,False
1_3987,1,0,0.1621963170087007,1.0,0.718103802566614,Chr1,23788836.0,1,0,23788836,1,0.05182011,up-in-warm,0.9977500826707698,False
1_830,1,0,0.1621963170087007,1.0,0.718103802566614,Chr1,7385466.0,1,0,7385466,1,0.05182011,up-in-warm,0.9977500826707698,False
1_538,1,0,0.1621963170087007,1.0,0.718103802566614,Chr1,4241058.0,1,0,4241058,1,0.05182011,up-in-warm,0.9977500826707698,False
3_3141,3,0,0.2151879844352038,1.0,0.7183702109729027,Chr3,21228906.0,3,0,21228906,1,0.059665363,up-in-warm,0.9977500826707698,False
5_653,1,0,0.1604052173321978,1.0,0.7185872803872271,Chr5,8030892.0,0,1,8030892,39,-0.033750165,down-in-warm,0.9977500826707698,False
1_3364,12,0,0.4519271409940702,1.0,0.7187361315167486,Chr1,22334303.0,6,6,22334303,1,-0.016344313,down-in-warm,0.9977500826707698,False
5_1396,2,0,0.1867628880929551,1.0,0.7187693374807116,Chr5,16423714.0,1,1,16423714,1,-0.031800825,down-in-warm,0.9977500826707698,False
4_265,3,0,0.2132389636930918,1.0,0.7188926823022704,Chr4,2393877.0,0,3,2393877,1,-0.046123613,down-in-warm,0.9977500826707698,False
3_1236,158,13,3.224167439483103,9.608368419345433e-09,0.7191950221979981,Chr3,10403782.0,67,91,10393735,303,-0.009185957,down-in-warm,0.9977500826707698,False
1_2127,17,1,0.5788686004545318,0.1570568066160732,0.7192424947183536,Chr1,13460708.0,10,7,13460983,1,0.00015522276,up-in-warm,0.9977500826707698,False
5_957,185,4,3.511313063512814,0.1159118447806829,0.7194416754656365,Chr5,14255247.0,106,79,14247623,1,0.025428617,up-in-warm,0.9977500826707698,False
5_1281,24,2,0.7520294949314337,0.0238544311183037,0.7200565562971212,Chr5,16064776.0,10,14,16064581,1,-0.027091397,down-in-warm,0.9977500826707698,False
1_3360,23,1,0.7262751245602261,0.2063857163563446,0.7202709089983765,Chr1,22322226.0,16,7,22322226,1,0.025140524,up-in-warm,0.9977500826707698,False
2_181,1,0,0.1538075508111243,1.0,0.7203647517602425,Chr2,587433.0,0,1,587433,1,-0.028691405,down-in-warm,0.9977500826707698,False
4_1175,5,1,0.2601173085709605,0.0490099501,0.7206745932705239,Chr4,8141764.0,1,4,8141179,1,-0.030286524,down-in-warm,0.9977500826707698,False
1_3006,3,0,0.2055897892965945,1.0,0.7209386492829193,Chr1,21601875.0,2,1,21601875,1592,0.057208065,up-in-warm,0.9977500826707698,False
5_460,1,0,0.1516008537451061,1.0,0.7209580375579442,Chr5,5519145.0,0,1,5519145,1,-0.05827264,down-in-warm,0.9977500826707698,False
4_544,243,17,3.8849398094154206,6.720909593086037e-10,0.7210220838360151,Chr4,6075983.0,108,135,6079873,2706,-0.00022074221,down-in-warm,0.9977500826707698,False
3_2005,1,0,0.1505811651388298,1.0,0.7212319809679772,Chr3,16570589.0,1,0,16570589,54,0.017385622,up-in-warm,0.9977500826707698,False
1_4966,1,0,0.1504825716125101,1.0,0.721258461569915,Chr1,27478820.0,0,1,27478820,1,-0.05248114,down-in-warm,0.9977500826707698,False
5_333,3,0,0.2041067852457952,1.0,0.7213344769181694,Chr5,2939866.0,2,1,2939866,1,0.0026404385,up-in-warm,0.9977500826707698,False
1_1558,1,0,0.1494598354561177,1.0,0.7215330794508408,Chr1,10295485.0,0,1,10295485,1,-0.050276123,down-in-warm,0.9977500826707698,False
1_3256,6,0,0.2829587634114402,1.0,0.7216748852541932,Chr1,22078556.0,3,3,22078554,1,0.0057768207,up-in-warm,0.9977500826707698,False
2_1308,1,0,0.1489204555529371,1.0,0.721677856817114,Chr2,12296265.0,1,0,12296265,57,0.05832745,up-in-warm,0.9977500826707698,False
5_2128,1,0,0.1487408070609732,1.0,0.721726068923799,Chr5,18509582.0,0,1,18509582,58,-0.024428247,down-in-warm,0.9977500826707698,False
1_963,5,0,0.2560558787756735,1.0,0.7217516015254444,Chr1,7741664.0,3,2,7740333,917,0.008356059,up-in-warm,0.9977500826707698,False
2_1015,85,6,2.081467691669478,0.0002226676924072,0.7217619676532905,Chr2,10047807.0,41,44,10060166,1,0.023373062,up-in-warm,0.9977500826707698,False
2_110,35,0,1.0121921665165834,1.0,0.7218614163269944,Chr2,361334.0,22,13,369442,1,0.049523916,up-in-warm,0.9977500826707698,False
5_170,3,0,0.2018361275187686,1.0,0.7219400064446473,Chr5,994828.0,2,1,994828,99,0.08654785,up-in-warm,0.9977500826707698,False
1_2136,5,0,0.2551853846458774,1.0,0.7219821750369497,Chr1,14414684.0,4,1,14393063,80,0.02702994,up-in-warm,0.9977500826707698,False
3_188,1,0,0.1473108105306163,1.0,0.722109690566219,Chr3,1952689.0,0,1,1952689,98,-0.029151062,down-in-warm,0.9977500826707698,False
3_1255,173,10,3.3772977291210124,1.1572559188471256e-05,0.722161422826713,Chr3,10468742.0,76,97,10468742,1623,-0.01137586,down-in-warm,0.9977500826707698,False
3_2572,1,0,0.1468522020752277,1.0,0.7222326656327214,Chr3,17567379.0,0,1,17567379,1,-0.015227664,down-in-warm,0.9977500826707698,False
5_2286,1,0,0.1459612737715264,1.0,0.7224714905355815,Chr5,19943254.0,0,1,19943254,819,-0.06778614,down-in-warm,0.9977500826707698,False
3_1991,15,2,0.5135558746234954,0.0096297734433647,0.7228556681956783,Chr3,16519272.0,7,8,16519272,1,0.03058532,up-in-warm,0.9977500826707698,False
1_4580,2,0,0.1710570690178344,1.0,0.7229767398457887,Chr1,25826258.0,1,1,25826348,61,0.1324777,up-in-warm,0.9977500826707698,False
1_2727,2,0,0.1697889247386459,1.0,0.7233151116421713,Chr1,19583331.0,1,1,19583478,58,-0.04450511,down-in-warm,0.9977500826707698,False
3_2325,2,0,0.1692072740380957,1.0,0.7234702424455438,Chr3,17092613.0,1,1,17092613,1,-0.007435754,down-in-warm,0.9977500826707698,False
4_2226,3,0,0.1960146009623272,1.0,0.7234895279436835,Chr4,10798431.0,0,3,10798431,1,-0.029038608,down-in-warm,0.9977500826707698,False
4_974,2,1,0.1689408367937619,0.0199,0.7235412891050841,Chr4,7943069.0,2,0,7943069,6,0.02256056,up-in-warm,0.9977500826707698,False
5_118,2,0,0.1677606452509102,1.0,0.7238558846760075,Chr5,801465.0,1,1,801138,1,0.00024494156,up-in-warm,0.9977500826707698,False
4_2112,32,0,0.9317499636075351,1.0,0.7239809338209501,Chr4,10483767.0,15,17,10491834,1326,0.0038955638,up-in-warm,0.9977500826707698,False
5_1169,1,0,0.1385251429102855,1.0,0.7244609186028285,Chr5,15420762.0,0,1,15420762,1,-0.035043955,down-in-warm,0.9977500826707698,False
5_1679,1,0,0.1385251429102855,1.0,0.7244609186028285,Chr5,17241991.0,0,1,17241991,1,-0.035043955,down-in-warm,0.9977500826707698,False
5_595,1,0,0.1385251429102855,1.0,0.7244609186028285,Chr5,7428296.0,0,1,7428296,1,-0.035043955,down-in-warm,0.9977500826707698,False
5_2580,1,0,0.1385251429102855,1.0,0.7244609186028285,Chr5,22273010.0,0,1,22273010,1,-0.035043955,down-in-warm,0.9977500826707698,False
5_470,1,0,0.1385251429102855,1.0,0.7244609186028285,Chr5,5647548.0,0,1,5647548,1,-0.035043955,down-in-warm,0.9977500826707698,False
3_2337,1,0,0.1384762987487053,1.0,0.7244739629227226,Chr3,17105780.0,0,1,17105780,9731,-0.043483004,down-in-warm,0.9977500826707698,False
1_251,1,0,0.1383417892027111,1.0,0.7245098834669095,Chr1,2406487.0,1,0,2406487,1,0.021397188,up-in-warm,0.9977500826707698,False
3_516,35,2,1.001221490720372,0.0478586754551283,0.7245183327173146,Chr3,4800145.0,20,15,4789603,1,0.058352027,up-in-warm,0.9977500826707698,False
1_2520,1,0,0.1374436382271605,1.0,0.7247496740901476,Chr1,18692234.0,1,0,18692234,1004,0.061127365,up-in-warm,0.9977500826707698,False
2_207,1,0,0.1373622098800642,1.0,0.7247714089558045,Chr2,608554.0,1,0,608554,2444,0.04745319,up-in-warm,0.9977500826707698,False
3_2256,1,0,0.1373414607265609,1.0,0.7247769471876429,Chr3,16958498.0,0,1,16958498,67,-0.06674583,down-in-warm,0.9977500826707698,False
2_1593,2,0,0.1616412154590219,1.0,0.7254842756762584,Chr2,15737564.0,0,2,15737564,1,-0.022833955,down-in-warm,0.9977500826707698,False
1_4963,1,0,0.1343468096089334,1.0,0.7255756845221051,Chr1,27468756.0,0,1,27468756,168,-0.054225933,down-in-warm,0.9977500826707698,False
1_5049,1,0,0.1343010537754234,1.0,0.7255878796995504,Chr1,28609903.0,0,1,28609903,1,-0.030779006,down-in-warm,0.9977500826707698,False
3_536,3,0,0.1872031795381594,1.0,0.7258267893358763,Chr3,5338784.0,3,0,5338784,1,0.048489455,up-in-warm,0.9977500826707698,False
1_576,1,0,0.1331378014643829,1.0,0.7258978282906379,Chr1,4870039.0,0,1,4870039,1,-0.03073508,down-in-warm,0.9977500826707698,False
5_2879,3,0,0.1866785441885435,1.0,0.7259656423523514,Chr5,23925005.0,1,2,23928227,1,-0.021001423,down-in-warm,0.9977500826707698,False
1_4298,5,1,0.2381472393447313,0.0490099501,0.7264763149446195,Chr1,24551766.0,2,3,24551654,1,0.022088258,up-in-warm,0.9977500826707698,False
3_1166,3,0,0.1845738313295538,1.0,0.7265223382087496,Chr3,10110684.0,0,3,10110684,1,-0.07516942,down-in-warm,0.9977500826707698,False
1_2077,10,0,0.3689701673934218,1.0,0.7267341432257165,Chr1,12954692.0,6,4,12955335,57,-0.0028907359,down-in-warm,0.9977500826707698,False
1_4945,1,0,0.1293620184355631,1.0,0.7269026923105717,Chr1,27335062.0,1,0,27335062,81,0.06374364,up-in-warm,0.9977500826707698,False
5_1834,1,0,0.1292901818225827,1.0,0.7269217927584881,Chr5,17538590.0,0,1,17538590,1,-0.040505253,down-in-warm,0.9977500826707698,False
1_1405,10,1,0.3681913095484225,0.0956179249911955,0.7269354597017224,Chr1,9418940.0,3,7,9418940,1,-0.030891482,down-in-warm,0.9977500826707698,False
2_1839,9,0,0.3418213308585445,1.0,0.7269881457655493,Chr2,17166677.0,3,6,17172475,1,-0.004953906,down-in-warm,0.9977500826707698,False
4_1812,7,1,0.2887924555178222,0.06793465209301,0.7270948153109215,Chr4,9756104.0,3,4,9756337,113,0.009865631,up-in-warm,0.9977500826707698,False
2_1346,1,0,0.1284125498969946,1.0,0.7271550905289386,Chr2,12431590.0,1,0,12431590,71,0.03889255,up-in-warm,0.9977500826707698,False
4_284,77,4,1.901476463487436,0.0075850603004843,0.7272512014174679,Chr4,2440365.0,50,27,2442850,1,0.034517255,up-in-warm,0.9977500826707698,False
3_1244,15,1,0.4962026373012111,0.1399416453587116,0.7272876273923762,Chr3,10438469.0,3,12,10438469,1,-0.036166366,down-in-warm,0.9977500826707698,False
1_1676,52,4,1.3774443611888547,0.0018469347399827,0.727663404050814,Chr1,11008282.0,26,26,11008252,1,0.017284239,up-in-warm,0.9977500826707698,False
2_835,2,0,0.1533616484630709,1.0,0.7276799139363146,Chr2,7578587.5,0,2,7578169,127,-0.024389973,down-in-warm,0.9977500826707698,False
1_4894,1,0,0.1251585897311987,1.0,0.72801921545569,Chr1,26753824.0,1,0,26753824,109,0.04128907,up-in-warm,0.9977500826707698,False
1_5021,1,0,0.1250019583026263,1.0,0.7280607762935843,Chr1,28228829.0,1,0,28228829,139,0.07681703,up-in-warm,0.9977500826707698,False
4_2958,1,0,0.1245779572439922,1.0,0.7281732655714247,Chr4,17460597.0,0,1,17460597,77,-0.051630985,down-in-warm,0.9977500826707698,False
4_1529,2,0,0.150968218377458,1.0,0.728312992321019,Chr4,9114425.0,1,1,9112621,1,-0.0033431947,down-in-warm,0.9977500826707698,False
4_2983,1,0,0.1230098222622348,1.0,0.7285890971546309,Chr4,17523932.0,0,1,17523932,300,-0.047515437,down-in-warm,0.9977500826707698,False
1_2966,7,0,0.2827610406679318,1.0,0.7286653737129776,Chr1,21412584.0,3,4,21412732,1,0.02059129,up-in-warm,0.9977500826707698,False
1_2005,25,0,0.7418572000485284,1.0,0.7287444669226859,Chr1,12289213.0,12,13,12290009,108,0.025691662,up-in-warm,0.9977500826707698,False
5_199,3,0,0.1754508862690256,1.0,0.7289288624281529,Chr5,1270518.0,1,2,1279191,1,-0.024515381,down-in-warm,0.9977500826707698,False
1_1380,1,0,0.1208959122184533,1.0,0.7291491530676362,Chr1,9378949.0,0,1,9378949,69,-0.029310888,down-in-warm,0.9977500826707698,False
3_1684,2,0,0.1473363823671772,1.0,0.7292722359580881,Chr3,15601483.5,1,1,15601480,263,0.0013100784,up-in-warm,0.9977500826707698,False
1_1959,81,6,1.9688478198596728,0.0001709336000128,0.7295386799966691,Chr1,11962351.0,48,33,11957897,1184,0.019790001,up-in-warm,0.9977500826707698,False
1_146,41,1,1.1207420121773817,0.3377179590160165,0.7295475879268666,Chr1,752662.0,23,18,728836,1,0.012779969,up-in-warm,0.9977500826707698,False
4_2962,1,0,0.1192310597962226,1.0,0.7295898299922569,Chr4,17501313.0,1,0,17501313,893,0.05129902,up-in-warm,0.9977500826707698,False
3_3365,2,0,0.1452865941476028,1.0,0.7298128802599936,Chr3,23203574.5,1,1,23203574,4026,-0.012873653,down-in-warm,0.9977500826707698,False
5_1172,1,0,0.118067013518816,1.0,0.7298977333864723,Chr5,15424398.0,0,1,15424398,1,-0.05033772,down-in-warm,0.9977500826707698,False
3_1890,14,0,0.4594999953294405,1.0,0.7300919640510832,Chr3,16368327.0,8,6,16368327,1,0.046642464,up-in-warm,0.9977500826707698,False
1_5148,30,2,0.8583903268878325,0.0361479983122407,0.7300959717114675,Chr1,29769772.0,10,20,29769772,1,-0.018425042,down-in-warm,0.9977500826707698,False
1_3624,1,0,0.1163814452561144,1.0,0.7303432741614795,Chr1,22765290.0,0,1,22765290,1,-0.03035687,down-in-warm,0.9977500826707698,False
5_1021,4,0,0.1967058282793062,1.0,0.7303602754550351,Chr5,14977278.0,2,2,14977259,82,0.022113668,up-in-warm,0.9977500826707698,False
1_447,4,0,0.1956918892516868,1.0,0.730625533067413,Chr1,3750069.0,1,3,3752973,1,-0.035152122,down-in-warm,0.9977500826707698,False
3_1687,9,0,0.3272939507902551,1.0,0.7307407565430681,Chr3,15602376.0,5,4,15602376,1,0.024723455,up-in-warm,0.9977500826707698,False
4_1645,3,0,0.1683181300722628,1.0,0.730803012727279,Chr4,9386590.0,3,0,9386590,1,0.045982897,up-in-warm,0.9977500826707698,False
4_2894,129,7,2.7770575469756222,0.0003454191511476,0.7309405093042898,Chr4,17092570.0,51,78,17081296,1,-0.008006226,down-in-warm,0.9977500826707698,False
3_992,2,0,0.1407537197229408,1.0,0.7310065333509986,Chr3,9073420.0,0,2,9073420,1,-0.04266488,down-in-warm,0.9977500826707698,False
1_1799,1,0,0.1129635412689721,1.0,0.7312455859864888,Chr1,11387637.0,0,1,11387637,1,-0.013320096,down-in-warm,0.9977500826707698,False
3_3199,120,4,2.6392549413123665,0.032984912238997,0.7313076704056022,Chr3,22028045.0,66,54,22058818,1,0.028454665,up-in-warm,0.9977500826707698,False
4_1665,26,1,0.7556021301694518,0.2299568541948449,0.7314084365728636,Chr4,9419433.0,9,17,9419433,1,-0.015385336,down-in-warm,0.9977500826707698,False
3_2474,4,0,0.1925794450226141,1.0,0.7314389646721502,Chr3,17372821.0,2,2,17372821,1,0.05495079,up-in-warm,0.9977500826707698,False
1_751,6,0,0.2455874438032098,1.0,0.7314595668332647,Chr1,6995410.5,5,1,6990112,1,0.060590893,up-in-warm,0.9977500826707698,False
1_2193,101,4,2.3254210156243635,0.018984028102725,0.7315955472261887,Chr1,16589522.0,44,57,16589522,5235,0.0017075146,up-in-warm,0.9977500826707698,False
4_2860,13,0,0.4277359044727427,1.0,0.7316220123723269,Chr4,16851502.0,3,10,16846183,1,-0.027024588,down-in-warm,0.9977500826707698,False
2_1678,1,0,0.1109383176947765,1.0,0.7317795197041121,Chr2,16290542.0,0,1,16290542,1,-0.023276677,down-in-warm,0.9977500826707698,False
4_2197,2,0,0.137527756096804,1.0,0.7318544190852636,Chr4,10752347.5,1,1,10752371,91,-0.023070194,down-in-warm,0.9977500826707698,False
5_1211,298,21,3.883276349011452,6.1162470583384925e-12,0.7320170809944645,Chr5,15700318.0,150,148,15643197,69,0.016437279,up-in-warm,0.9977500826707698,False
5_2553,31,1,0.8743008090260055,0.2676966303456026,0.7320765002102206,Chr5,22129852.0,19,12,22129852,1,0.03800064,up-in-warm,0.9977500826707698,False
3_3113,2,0,0.1365980504253433,1.0,0.7320985253611605,Chr3,20757801.0,0,2,20758181,102,-0.028999284,down-in-warm,0.9977500826707698,False
1_1032,3,0,0.162879503682823,1.0,0.7322276451382967,Chr1,7844947.0,0,3,7844947,1,-0.04743487,down-in-warm,0.9977500826707698,False
3_1052,4,0,0.1893797938822493,1.0,0.7322738986779935,Chr3,9314366.0,0,4,9313921,1,-0.034583252,down-in-warm,0.9977500826707698,False
3_1089,37,0,1.0156219184524968,1.0,0.7323700619169974,Chr3,9583314.0,21,16,9582354,1,0.03540056,up-in-warm,0.9977500826707698,False
5_2857,1,0,0.1078884237856759,1.0,0.7325825910405779,Chr5,23842969.0,1,0,23842969,70,0.055411447,up-in-warm,0.9977500826707698,False
5_2632,1,0,0.1072961988675226,1.0,0.7327383897860856,Chr5,22566931.0,0,1,22566931,1,-0.025369236,down-in-warm,0.9977500826707698,False
1_515,3,0,0.1602633849286186,1.0,0.732911574194325,Chr1,4054430.0,1,2,4054430,328,0.026018703,up-in-warm,0.9977500826707698,False
3_2258,7,0,0.2660539711531149,1.0,0.7329921786561281,Chr3,16962064.0,1,6,16962064,1,-0.053306583,down-in-warm,0.9977500826707698,False
1_1452,51,3,1.331525643547458,0.0145734512532547,0.7331217548725136,Chr1,9691356.0,25,26,9691356,27,0.013663219,up-in-warm,0.9977500826707698,False
5_1390,9,0,0.3178338885564769,1.0,0.7331704273859697,Chr5,16413795.0,3,6,16413795,1,-0.026030475,down-in-warm,0.9977500826707698,False
1_1222,1,0,0.1035441136422016,1.0,0.7337243988007671,Chr1,8899571.0,1,0,8899571,303,0.03053806,up-in-warm,0.9977500826707698,False
1_2704,1,0,0.1029341422709458,1.0,0.7338845187762025,Chr1,19470561.0,0,1,19470561,45,-0.054925464,down-in-warm,0.9977500826707698,False
5_1694,5,0,0.2086378671279878,1.0,0.7341739187939205,Chr5,17330455.0,2,3,17330455,1,-0.004333877,down-in-warm,0.9977500826707698,False
4_115,331,14,3.7667946571499074,8.606324584220897e-06,0.7343963636515864,Chr4,944924.0,145,186,925031,1,-0.0012989872,down-in-warm,0.9977500826707698,False
3_527,4,0,0.1804931641697671,1.0,0.7345859409380291,Chr3,5222872.5,4,0,5223290,2,0.05013513,up-in-warm,0.9977500826707698,False
2_895,178,12,3.361064763553741,3.1246459814159144e-07,0.7346204390298923,Chr2,8219141.5,112,66,8187797,1,0.048275106,up-in-warm,0.9977500826707698,False
1_4398,3,1,0.1533001165486623,0.029701,0.7347276655320247,Chr1,24884606.0,2,1,24884607,81,-0.013510391,down-in-warm,0.9977500826707698,False
1_2425,94,5,2.1862451574629578,0.0026281669079871,0.7347912083699042,Chr1,17506973.0,42,52,17500219,1,0.002748362,up-in-warm,0.9977500826707698,False
3_743,1,0,0.099229768056273,1.0,0.7348558838000474,Chr3,8109894.0,0,1,8109894,101,-0.016228031,down-in-warm,0.9977500826707698,False
5_2954,1,0,0.098531324016598,1.0,0.7350388285797775,Chr5,24674609.0,1,0,24674609,1,0.018238962,up-in-warm,0.9977500826707698,False
3_2558,12,0,0.3882323872138672,1.0,0.7350941450508202,Chr3,17546281.0,3,9,17546281,1,-0.008771605,down-in-warm,0.9977500826707698,False
3_3097,3,0,0.1509030224590755,1.0,0.7353513983872266,Chr3,20437930.0,2,1,20438070,244,0.10908318,up-in-warm,0.9977500826707698,False
5_2832,1,0,0.0956468434809118,1.0,0.7357936860012475,Chr5,23796428.0,1,0,23796428,1,0.07150621,up-in-warm,0.9977500826707698,False
5_3023,2,0,0.1218954067215455,1.0,0.7359439542192494,Chr5,25816926.0,0,2,25816883,74,-0.025271093,down-in-warm,0.9977500826707698,False
3_2470,2,0,0.1209268204726101,1.0,0.7361962938387773,Chr3,17369724.0,2,0,17369723,38,0.0421508,up-in-warm,0.9977500826707698,False
